#Frame      Mode1    Mode2    Mode3
     785  -37.623  -54.724  -20.547
     786  -46.545  -52.228  -13.783
     787  -47.853  -57.226    0.943
     788  -54.343  -52.607   -3.669
     789  -54.428  -55.110   -1.898
     790  -57.885  -53.136    0.099
     791  -53.037  -47.817  -11.279
     792  -62.518  -46.313  -18.494
     793  -60.379  -45.887   -4.802
     794  -53.627  -50.197   16.079
     795  -53.943  -49.162   13.526
     796  -59.415  -47.837   15.571
     797  -58.694  -57.013   10.976
     798  -64.214  -66.338    1.766
     799  -59.531  -76.612   -2.884
     800  -63.840  -73.468    0.843
     801  -55.508  -84.736   -7.776
     802  -58.631  -77.237  -12.524
     803  -56.340  -73.974   -5.208
     804  -61.003  -77.631  -12.649
     805  -62.754  -73.114   -1.570
     806  -63.732  -69.306   -7.310
     807  -67.778  -67.860  -15.930
     808  -67.729  -74.187  -21.583
     809  -66.852  -71.110  -11.651
     810  -64.198  -68.329   -6.746
     811  -69.476  -80.125   -1.532
     812  -61.659  -71.656  -11.412
     813  -58.106  -75.174  -18.535
     814  -47.139  -78.864  -20.783
     815  -47.513  -79.318  -14.028
     816  -54.256  -71.561  -24.024
     817  -57.202  -63.122  -25.775
     818  -66.050  -69.409  -29.952
     819  -72.343  -67.172  -13.870
     820  -67.889  -66.372  -22.385
     821  -56.589  -69.033  -28.134
     822  -72.369  -60.288  -24.957
     823  -57.195  -61.445  -25.306
     824  -71.111  -54.611  -26.836
     825  -75.931  -56.491  -19.394
     826  -69.913  -55.216  -21.592
     827  -70.662  -43.328  -26.598
     828  -74.057  -46.419  -28.439
     829  -70.803  -57.846  -35.616
     830  -64.251  -48.254  -30.608
     831  -55.697  -49.623  -30.861
     832  -63.651  -40.757  -23.795
     833  -70.232  -52.027  -25.303
     834  -69.788  -54.390  -23.444
     835  -63.274  -60.969  -22.395
     836  -48.047  -58.497  -24.963
     837  -47.723  -63.099  -39.243
     838  -46.894  -62.207  -39.032
     839  -42.558  -64.725  -35.674
     840  -47.473  -62.363  -38.139
     841  -51.011  -58.999  -35.034
     842  -62.384  -69.196  -30.747
     843  -72.806  -65.663  -30.843
     844  -65.208  -67.873  -21.895
     845  -60.906  -63.002  -22.220
     846  -61.891  -48.527  -24.876
     847  -60.818  -58.375  -20.277
     848  -59.794  -61.396  -24.282
     849  -64.372  -59.388  -26.755
     850  -58.238  -60.750  -24.502
     851  -57.596  -61.711  -31.289
     852  -53.318  -65.317  -22.983
     853  -47.677  -54.151  -28.313
     854  -41.183  -48.410  -21.205
     855  -44.876  -52.266  -23.196
     856  -47.369  -45.677  -21.576
     857  -45.412  -57.573  -16.427
     858  -41.900  -54.446  -20.073
     859  -46.184  -63.362  -21.737
     860  -49.744  -55.388  -26.383
     861  -47.060  -61.280  -19.743
     862  -50.611  -59.393  -17.793
     863  -54.731  -57.910  -22.514
     864  -48.542  -58.846  -19.512
     865  -41.718  -58.860  -17.380
     866  -45.179  -61.420  -21.005
     867  -49.103  -65.395  -20.573
     868  -48.575  -53.635  -23.060
     869  -42.479  -66.137  -25.366
     870  -46.016  -55.863  -20.757
     871  -41.977  -59.264  -28.474
     872  -37.769  -54.614  -24.082
     873  -18.445  -59.146  -24.779
     874   -9.532  -53.486  -32.380
     875  -23.516  -63.322  -42.380
     876  -20.622  -47.472  -41.403
     877  -31.781  -45.085  -39.018
     878  -23.671  -49.576  -24.224
     879  -22.545  -57.872  -32.766
     880   -7.926  -55.586  -29.280
     881   -7.323  -50.323  -33.300
     882  -11.567  -51.889  -31.677
     883  -17.740  -58.003  -32.112
     884  -22.497  -60.383  -34.220
     885  -27.001  -60.397  -32.035
     886  -21.579  -63.239  -36.592
     887  -18.041  -65.859  -33.523
     888  -12.478  -72.538  -35.052
     889   -9.595  -67.922  -37.285
     890  -10.735  -69.932  -33.887
     891   -6.815  -71.037  -32.391
     892   -9.076  -64.874  -51.009
     893   -4.089  -70.173  -42.436
     894   -3.953  -74.947  -45.445
     895    4.619  -62.971  -53.097
     896   -3.149  -66.509  -47.506
     897  -14.496  -62.564  -43.286
     898  -12.357  -63.167  -42.783
     899  -10.343  -62.897  -35.906
     900  -19.713  -62.154  -30.731
     901  -25.729  -53.266  -28.128
     902  -21.478  -60.786  -40.720
     903  -17.269  -63.059  -34.915
     904  -10.479  -59.636  -34.237
     905  -15.144  -63.169  -40.412
     906  -19.408  -70.287  -56.268
     907  -17.122  -62.661  -48.757
     908  -21.772  -70.603  -52.706
     909  -16.349  -71.625  -51.028
     910  -14.832  -71.924  -51.734
     911   -9.772  -73.076  -53.487
     912   -8.410  -74.219  -54.211
     913   -9.852  -72.535  -43.814
     914  -13.288  -74.136  -53.968
     915  -18.613  -65.809  -55.498
     916   -9.453  -69.176  -62.509
     917   -8.480  -67.575  -66.595
     918  -10.370  -65.077  -67.523
     919   -7.730  -67.228  -61.968
     920    4.129  -62.199  -63.391
     921   -0.635  -67.828  -61.844
     922  -10.194  -69.844  -66.837
     923   -9.650  -63.520  -60.039
     924   -6.595  -67.491  -52.325
     925  -13.373  -75.383  -58.833
     926  -10.848  -70.363  -50.701
     927    2.410  -64.612  -65.339
     928    1.782  -66.271  -69.894
     929    6.261  -63.188  -65.731
     930    4.426  -66.146  -56.434
     931   -2.037  -64.264  -50.905
     932   -8.560  -72.506  -53.844
     933   -4.293  -66.413  -41.386
     934   -4.703  -69.132  -46.877
     935   -9.815  -76.975  -48.697
     936   -9.543  -68.794  -49.191
     937   -0.805  -76.346  -42.436
     938   -3.354  -75.798  -41.032
     939   -4.216  -78.648  -44.607
     940   -3.115  -74.760  -52.344
     941    0.198  -79.258  -49.902
     942    6.378  -66.961  -54.306
     943    2.882  -71.568  -50.367
     944    2.924  -63.309  -53.892
     945    1.957  -60.231  -61.726
     946   11.939  -67.615  -55.920
     947   10.773  -69.076  -51.141
     948   -1.177  -64.380  -56.478
     949   -3.869  -65.233  -52.033
     950   -5.235  -56.815  -47.368
     951  -11.356  -60.074  -61.114
     952  -12.870  -70.245  -60.919
     953  -22.243  -73.337  -63.485
     954  -15.411  -73.249  -59.227
     955   -7.215  -68.753  -61.139
     956    0.404  -76.837  -58.183
     957   13.172  -81.087  -67.413
     958    6.731  -72.238  -62.828
     959    8.940  -79.155  -70.134
     960   11.974  -77.897  -57.290
     961    4.405  -85.983  -61.189
     962    2.901  -73.672  -57.409
     963    6.074  -89.065  -58.704
     964    5.078  -92.637  -52.144
     965   -2.646  -97.251  -53.038
     966    5.172  -93.229  -53.355
     967    7.996  -92.799  -60.493
     968  -11.462  -92.611  -53.204
     969   -3.483  -98.065  -60.085
     970  -10.467  -93.947  -69.930
     971  -11.401  -91.517  -66.483
     972  -11.753  -92.609  -62.143
     973  -15.718  -85.532  -64.263
     974  -24.244  -86.778  -60.473
     975  -14.687  -81.797  -46.884
     976  -13.152  -75.383  -50.545
     977  -21.836  -76.428  -48.288
     978  -25.701  -68.101  -46.180
     979  -28.072  -63.316  -36.226
     980  -24.667  -75.975  -38.085
     981   -9.576  -72.505  -46.570
     982  -18.036  -79.146  -44.664
     983  -13.405  -78.769  -49.481
     984  -11.530  -67.569  -49.173
     985  -11.546  -66.997  -45.017
     986    1.196  -59.658  -50.227
     987   -0.924  -62.065  -55.764
     988    0.972  -58.076  -57.110
     989   -8.217  -65.905  -69.972
     990  -14.547  -76.048  -57.388
     991   -7.185  -73.856  -57.329
     992  -13.402  -66.130  -52.030
     993  -17.790  -71.021  -53.355
     994  -22.039  -73.244  -58.454
     995  -23.742  -83.920  -67.829
     996  -17.976  -83.222  -66.653
     997  -17.460  -87.920  -74.557
     998  -20.271  -82.528  -68.552
     999  -18.223  -83.371  -70.969
    1000  -17.900  -76.141  -68.032
    1001  -19.983  -75.984  -55.662
    1002  -12.244  -79.433  -64.638
    1003  -25.503  -76.736  -51.424
    1004  -28.171  -78.135  -39.686
    1005  -27.069  -72.912  -41.011
    1006  -16.098  -71.530  -45.119
    1007  -20.400  -77.634  -55.834
    1008  -25.767  -80.237  -59.743
    1009  -36.391  -81.520  -54.037
    1010  -36.406  -73.591  -60.088
    1011  -34.849  -77.897  -69.780
    1012  -26.471  -76.886  -68.946
    1013  -29.887  -74.674  -56.925
    1014  -32.190  -67.912  -46.395
    1015  -19.019  -74.436  -60.886
    1016  -25.329  -77.699  -63.448
    1017  -20.519  -75.656  -59.917
    1018  -30.512  -87.355  -46.568
    1019  -38.296  -76.329  -54.512
    1020  -30.709  -80.313  -47.751
    1021  -18.772  -83.267  -47.863
    1022  -24.290  -68.555  -60.038
    1023  -27.098  -71.489  -54.684
    1024  -27.635  -71.810  -64.038
    1025  -25.820  -74.261  -52.714
    1026  -24.630  -71.922  -63.439
    1027  -32.718  -83.903  -51.239
    1028  -40.414  -80.491  -49.373
    1029  -39.899  -91.609  -57.150
    1030  -44.027  -90.275  -50.286
    1031  -43.177  -77.322  -50.526
    1032  -32.748  -85.356  -47.912
    1033  -35.707  -91.400  -50.973
    1034  -32.973  -90.231  -47.486
    1035  -23.221  -86.223  -58.359
    1036  -16.171  -78.895  -54.174
    1037  -26.592  -82.602  -62.165
    1038  -27.911  -73.836  -55.251
    1039  -40.340  -79.959  -67.726
    1040  -43.429  -73.666  -81.233
    1041  -40.301  -84.625  -80.302
    1042  -42.731  -83.792  -68.676
    1043  -45.821  -85.859  -67.577
    1044  -48.723  -94.878  -62.007
    1045  -38.665  -89.525  -66.235
    1046  -35.399  -93.237  -62.874
    1047  -20.496  -84.622  -65.432
    1048  -31.641  -85.163  -68.253
    1049  -38.814  -91.514  -73.738
    1050  -34.989  -78.028  -66.781
    1051  -29.070  -83.466  -61.277
    1052  -32.748  -90.313  -68.603
    1053  -39.743  -82.910  -57.598
    1054  -23.872  -87.938  -59.111
    1055  -32.042  -84.474  -67.315
    1056  -33.308  -73.483  -69.438
    1057  -30.097  -68.756  -60.156
    1058  -26.172  -79.855  -56.908
    1059  -37.438  -80.630  -43.813
    1060  -34.634  -82.834  -51.480
    1061  -39.004  -77.998  -60.994
    1062  -45.581  -78.600  -58.162
    1063  -51.271  -85.748  -65.305
    1064  -36.016  -84.040  -72.691
    1065  -39.539  -87.279  -70.994
    1066  -29.461  -90.382  -65.217
    1067  -28.579  -88.641  -55.931
    1068  -32.159  -89.675  -55.698
    1069  -33.361  -85.442  -65.483
    1070  -32.863  -83.279  -58.427
    1071  -30.455  -75.780  -44.004
    1072  -35.019  -74.441  -46.156
    1073  -40.454  -66.066  -58.799
    1074  -35.172  -68.053  -60.958
    1075  -41.745  -74.705  -57.647
    1076  -39.786  -59.363  -44.671
    1077  -41.844  -67.855  -39.141
    1078  -47.601  -72.950  -46.901
    1079  -42.569  -79.025  -51.805
    1080  -40.481  -75.333  -54.703
    1081  -33.876  -70.485  -61.090
    1082  -31.629  -79.375  -71.931
    1083  -33.814  -74.422  -68.459
    1084  -37.230  -77.858  -70.878
    1085  -42.579  -72.180  -72.169
    1086  -40.642  -68.257  -73.560
    1087  -39.484  -71.504  -60.717
    1088  -36.938  -84.606  -72.242
    1089  -30.953  -97.773  -68.702
    1090  -44.082  -91.989  -69.667
    1091  -48.036  -88.391  -64.866
    1092  -27.980  -93.602  -69.137
    1093  -31.413  -90.109  -67.721
    1094  -34.515  -92.439  -59.821
    1095  -36.356  -84.733  -64.810
    1096  -43.943  -89.014  -71.419
    1097  -42.093  -81.979  -62.232
    1098  -35.333  -82.161  -54.729
    1099  -39.003  -73.968  -46.329
    1100  -47.429  -75.316  -51.580
    1101  -38.228  -74.748  -59.006
    1102  -41.472  -69.483  -59.672
    1103  -32.943  -69.179  -65.930
    1104  -34.243  -73.746  -63.010
    1105  -35.204  -60.610  -49.113
    1106  -48.692  -54.508  -45.826
    1107  -46.113  -57.215  -56.214
    1108  -42.473  -55.479  -55.618
    1109  -40.156  -57.866  -57.376
    1110  -38.042  -61.889  -55.616
    1111  -37.448  -63.406  -54.410
    1112  -43.795  -61.155  -60.804
    1113  -48.150  -56.176  -56.091
    1114  -46.242  -64.026  -58.445
    1115  -51.813  -63.217  -67.384
    1116  -46.199  -60.742  -60.197
    1117  -37.886  -59.712  -72.306
    1118  -37.526  -61.757  -77.821
    1119  -29.609  -66.674  -75.034
    1120  -33.230  -74.414  -68.579
    1121  -35.627  -64.739  -69.991
    1122  -35.716  -62.212  -69.445
    1123  -35.751  -67.401  -62.679
    1124  -34.179  -63.502  -57.276
    1125  -34.513  -65.965  -78.248
    1126  -37.511  -62.855  -74.913
    1127  -29.331  -76.018  -74.215
    1128  -34.777  -82.847  -74.115
    1129  -34.045  -78.760  -63.875
    1130  -24.740  -79.740  -77.231
    1131  -31.883  -75.395  -76.525
    1132  -34.346  -72.152  -73.402
    1133  -34.061  -71.490  -71.503
    1134  -27.083  -79.512  -65.624
    1135  -13.957  -74.977  -73.435
    1136  -25.534  -66.198  -64.882
    1137  -22.549  -63.517  -70.790
    1138  -22.751  -67.359  -76.345
    1139  -24.678  -73.212  -75.110
    1140  -28.273  -68.266  -64.560
    1141  -24.144  -69.953  -61.195
    1142  -17.824  -68.483  -49.039
    1143  -15.069  -73.654  -54.511
    1144  -21.734  -73.875  -68.754
    1145  -25.626  -68.923  -58.281
    1146  -26.734  -73.212  -62.983
    1147  -29.458  -71.548  -59.327
    1148  -19.944  -73.807  -57.434
    1149  -26.599  -80.393  -68.632
    1150  -25.395  -72.920  -60.154
    1151  -24.530  -79.967  -54.824
    1152  -20.943  -80.407  -50.190
    1153  -17.529  -72.604  -59.867
    1154  -18.642  -72.781  -57.631
    1155  -28.689  -59.775  -51.196
    1156  -31.046  -59.700  -52.783
    1157  -30.487  -60.796  -64.486
    1158  -24.380  -51.946  -67.116
    1159  -36.017  -51.629  -71.372
    1160  -31.561  -66.451  -77.592
    1161  -35.132  -71.966  -80.925
    1162  -37.287  -71.350  -73.122
    1163  -32.423  -74.852  -80.113
    1164  -19.416  -84.569  -84.541
    1165  -20.323  -91.916  -75.076
    1166  -27.455  -82.148  -70.386
    1167  -35.109  -70.343  -76.516
    1168  -28.934  -75.086  -76.872
    1169  -20.338  -66.134  -73.648
    1170  -21.006  -79.807  -76.035
    1171  -15.582  -83.128  -68.958
    1172  -23.915  -71.451  -58.692
    1173  -12.018  -66.799  -56.154
    1174   -6.584  -71.808  -67.015
    1175   -6.817  -72.368  -68.699
    1176   -1.571  -77.143  -67.142
    1177    4.260  -77.965  -68.830
    1178   -1.271  -78.385  -62.521
    1179   -7.188  -75.044  -52.257
    1180  -15.835  -71.537  -60.067
    1181  -12.164  -83.904  -66.672
    1182   -8.550  -86.083  -67.133
    1183   -6.731  -90.891  -66.294
    1184    0.244  -82.784  -55.500
    1185    4.748  -72.364  -61.231
    1186    3.016  -82.715  -64.901
    1187    9.976  -74.003  -61.048
    1188   -1.380  -86.189  -61.409
    1189    3.250  -73.894  -53.658
    1190   -0.365  -78.793  -56.024
    1191    0.831  -68.865  -58.796
    1192    2.660  -72.180  -61.928
    1193    4.251  -67.156  -48.016
    1194   -0.910  -74.915  -50.082
    1195   -3.663  -78.898  -51.102
    1196    9.416  -83.828  -60.791
    1197   13.735  -78.304  -49.492
    1198   14.015  -67.244  -50.183
    1199   14.419  -62.870  -57.800
    1200   13.485  -68.210  -56.116
    1201    9.848  -59.936  -49.595
    1202   12.343  -60.883  -43.321
    1203   11.497  -67.037  -49.209
    1204   22.046  -70.266  -38.737
    1205   15.795  -67.325  -28.481
    1206    6.793  -74.310  -32.974
    1207   13.075  -76.606  -36.227
    1208   18.959  -74.037  -28.812
    1209   31.845  -74.868  -39.793
    1210   24.543  -63.149  -37.691
    1211   33.524  -70.325  -46.968
    1212   29.364  -57.371  -38.557
    1213   28.442  -68.114  -39.053
    1214   19.363  -60.945  -37.215
    1215   27.731  -56.628  -45.531
    1216   21.452  -64.171  -39.876
    1217   20.282  -63.557  -42.080
    1218   23.074  -67.164  -37.572
    1219   25.210  -65.381  -26.710
    1220   18.242  -65.174  -39.802
    1221   26.448  -70.208  -50.002
    1222   15.351  -70.645  -48.910
    1223   16.702  -67.735  -43.377
    1224   24.767  -72.272  -45.617
    1225   33.765  -80.835  -43.624
    1226   41.973  -80.035  -51.391
    1227   31.721  -72.656  -46.214
    1228   30.322  -66.120  -35.793
    1229   28.502  -73.921  -50.051
    1230   26.232  -79.077  -52.611
    1231   22.094  -69.272  -45.692
    1232   17.010  -62.922  -44.049
    1233   18.919  -64.477  -36.584
    1234   17.073  -72.410  -28.169
    1235   17.384  -66.226  -28.799
    1236   10.214  -75.633  -28.897
    1237   -1.298  -58.432  -13.812
    1238   -4.410  -48.020  -23.491
    1239    9.664  -58.576  -31.932
    1240    4.180  -69.628  -38.763
    1241    1.278  -61.646  -27.833
    1242    9.122  -56.438  -34.296
    1243   -4.775  -51.178  -45.032
    1244   -0.772  -65.105  -29.407
    1245    7.203  -60.167  -38.905
    1246   -0.359  -62.171  -38.169
    1247   -5.488  -61.761  -51.980
    1248    3.239  -62.158  -50.885
    1249    1.012  -63.401  -47.904
    1250   -1.915  -68.931  -41.830
